,eid,doi,pii,pubmed_id,title,subtype,subtypeDescription,creator,afid,affilname,affiliation_city,affiliation_country,author_count,author_names,author_ids,author_afids,coverDate,coverDisplayDate,publicationName,issn,source_id,eIssn,aggregationType,volume,issueIdentifier,article_number,pageRange,description,authkeywords,citedby_count,openaccess,freetoread,freetoreadLabel,fund_acr,fund_no,fund_sponsor
65,2-s2.0-85163044627,10.1016/j.ultsonch.2023.106494,S1350417723002067,37356216,Unraveling ultrasonic assisted aqueous-phase one-step synthesis of porous PtPdCu nanodendrites for methanol oxidation with a CO-poisoning tolerance,ar,Article,Lu Q.,60110590;60072749;60015024;60011592,Universidad ECOTEC;Qatar University;RUDN University;Qilu University of Technology,Samborondon;Doha;Moscow;Jinan,Ecuador;Qatar;Russian Federation;China,6,"Lu, Qingqing;Gu, Xilei;Li, Jiaojiao;Li, Wenpeng;Luque, Rafael;Eid, Kamel",57131842600;57693594200;56995513100;55814633700;26643003700;57198077384,60011592;60011592;60011592;60011592;60015024-60110590;60072749,2023-08-01,August 2023,Ultrasonics Sonochemistry,13504177,13517,18732828,Journal,98,,106494,,"The tailored design of tri-metallic Pt-based porous nanodendrites (PNDs) is crucial for green energy production technologies, ascribed to their fancy features, great surface areas, accessible active sites, and stability against aggregation. However, their aqueous-phase one-step synthesis at room temperature remains a daunting challenge. Herein, we present a facile, green, and template-free approach for the one-step synthesis of PtPdCu PNDs by ultrasonication of an aqueous solution of metal salts and Pluronic F127 at 25 ℃, based on natural isolation among nucleation and growth step driven by the disparate reduction kinetics of the metals and acoustic cavitation mechanism of ultrasonic waves. The resultant PtPdCu PNDs formed in a spatial nanodendritic shape with a dense array of branches, open corners, interconnected pores, high surface area (46.9 m2/g), and high Cu content (21 %). The methanol oxidation reaction (MOR) mass activity of PtPdCu PNDs (3.66 mA/µgPt) is 1.45, 2.73, and 2.83 times higher than those of PtPd PNDs, PtCu PNDs, and commercial Pt/C, respectively based on equivalent Pt mass, which is superior to previous PtPdCu catalysts reported elsewhere, besides a superior durability and CO-poisoning tolerance. This study may pave the way for the controlled fabrication of ternary Pt-based PNDs for various electrocatalytic applications.",CO-poisoning tolerance | Electrocatalyst | Fuel cell | Methanol oxidation reaction | Porous Pt alloy | PtPdCu nanodendrites,4,1,repositoryvor,Green,QUST,202228021,Natural Science Foundation of Shandong Province
66,2-s2.0-85129301169,10.1007/s11101-022-09819-y,,,Biofuel production from microalgae: challenges and chances,re,Review,Hoang A.T.,60111796;60107631;60101552;60078085;60077678;60071399;60029694;60028583;60021062;60018748;60015024;60014982;60005273;60003138;122005794,"Ho Chi Minh City University of Transport;University of Petroleum and Energy Studies;Indian Institute of Toxicology Research;Universiti Malaysia Terengganu;Faculty of Electrical Engineering, Mechanical Engineering and Naval Architecture, University of Split;Ho Chi Minh City University of Technology - HUTECH;Mahatma Gandhi University;Kocaeli Üniversitesi;Tunghai University;National Chin-Yi University of Technology;RUDN University;National Cheng Kung University;Korea University;Universidad de Córdoba;Centre for Energy and Environmental Sustainability",Ho Chi Minh City;Dehradun;Lucknow;Kuala Terengganu;Split;Ho Chi Minh City;Kottayam;İzmit;Taichung;Taichung;Moscow;Tainan;Seoul;Cordoba;Lucknow,Viet Nam;India;India;Malaysia;Croatia;Viet Nam;India;Turkey;Taiwan;Taiwan;Russian Federation;Taiwan;South Korea;Spain;India,10,"Hoang, Anh Tuan;Sirohi, Ranjna;Pandey, Ashok;Nižetić, Sandro;Lam, Su Shiung;Chen, Wei Hsin;Luque, Rafael;Thomas, Sabu;Arıcı, Müslüm;Pham, Van Viet",57199508361;57194002328;7201771319;24449457500;23035028500;57200873137;26643003700;7404654376;36093844300;57200413784,60071399;122005794-60005273;122005794-60101552-60107631;60077678;60078085;60014982-60021062-60018748;60003138-60015024;60029694;60028583;60111796,2023-08-01,August 2023,Phytochemistry Reviews,15687767,16535,1572980X,Journal,22,4,,1089-1126,"The inherent capability and increased efficiency of microalgae to convert sunlight into solar chemical energy are further enhanced by the higher amount of oils stored in microalgae compared to other land-based plant species. Therefore, the widespread interest in producing biofuels from microalgae has gained considerable interest among leading energy experts and researchers due to the burgeoning global issues stemming from the depletion of fossil fuel reserves, future energy security, increasing greenhouse gas emissions, and the competition for limited resources between food crops and conventional biomass feedstock. This paper aims to present the recent advances in biofuel production from microalgae and the potential benefits of microalgae in the energy and environmental sectors, as well as sustainable development. Besides, bottlenecks and challenges mainly relating to techniques of cultivation and harvesting, as well as downstream processes are completely presented. Promising solutions and novel trends for realizing strategies of producing biofuels from microalgae on an industrial and commercial scale are also discussed in detail. Alternatively, the role of microalgae in the circular economy is thoroughly analyzed, indicating that the potential of scaling up current microalgae-based production could benefit from the waste-to-energy strategy with microalgae as a key intermediate. In the future, further research into combining different microalgae biomass pretreatment techniques, separating the microalgae feedstock from the cultured media, developing new species, and optimizing the biofuel production process should be carried out to reduce the prices of microalgae biofuels.",Benefits | Biofuel | Bottlenecks | Circular economy | Microalgae,70,0,,,,undefined,
67,2-s2.0-85154022705,10.1016/j.envres.2023.115932,S0013935123007247,37076029,Design of tropinium-functionalized anion exchange membranes for acid recovery via diffusion dialysis process,ar,Article,Khan M.I.,60264777;60110590;60070813;60034410;60022148;60015024;60005353,IQS School of Engineering;Universidad ECOTEC;University of Sharjah;Bahauddin Zakariya University;University College London;RUDN University;College of Sciences,Barcelona;Samborondon;Sharjah;Multan;London;Moscow;Riyadh,Spain;Ecuador;United Arab Emirates;Pakistan;United Kingdom;Russian Federation;Saudi Arabia,6,"Khan, Muhammad Imran;Shanableh, Abdallah;Manzoor, Suryyia;Fernandez, Javier;Osman, Sameh M.;Luque, Rafael",57193572260;7003825668;56970919200;57903675800;55327003700;26643003700,60070813;60070813;60034410;60022148-60264777;60005353;60015024-60110590,2023-07-15,15 July 2023,Environmental Research,00139351,21524,10960953,Journal,229,,115932,,"Diffusion dialysis (DD) process utilizing anion exchange membranes (AEMs) is an environmentally-friendly and energy-efficient technology. From acidic wastewater, DD is needed for acid recovery. This research reports the development of a series of dense tropinium-functionalized AEMs via solution casting method. Fourier Infrared transform (FTIR) spectroscopy verified the successful preparation of AEMs. The developed AEMs exhibited a dense morphology, featuring 0.98–2.42 mmol/g of ion exchange capacity (IEC), 30–81% of water uptake (WR) and 7–32% of linear swelling ratio (LSR). They displayed exceptional mechanical, thermal and chemical stability and were employed for acid waste treatment from HCl/FeCl2 mixtures via DD process. AEMs possessed 20 to 59 (10−3 m/h) and 166 to 362 of acid diffusion dialysis coefficient (UH+) and separation factor (S) respectively at 25 °C. Compared to DF-120 commercial membrane (UH+ = 0.004 m/h, S = 24.3), their DD efficiency was improved under identical experimental conditions.",AEMs | BPPO | Diffusion dialysis | Tropine | Water uptake,4,0,,,UOS,RSP2023R405,University of Sharjah
68,2-s2.0-85152729317,10.1016/j.pecs.2023.101086,S0360128523000163,,"Thermochemical conversion of waste printed circuit boards: Thermal behavior, reaction kinetics, pollutant evolution and corresponding controlling strategies",re,Review,Yao Z.,60110590;60020167;60013614;60011373;60010844;60000745,Universidad ECOTEC;Università degli Studi di Reggio Calabria;Hangzhou Dianzi University;Technical University of Denmark;Universitat d'Alacant;University of Illinois Urbana-Champaign,Samborondon;Reggio Calabria;Hangzhou;Lyngby;Alicante;Urbana,Ecuador;Italy;China;Denmark;Spain;United States,7,"Yao, Zhitong;Reinmöller, Markus;Ortuño, Nuria;Zhou, Hongxu;Jin, Meiqing;Liu, Jie;Luque, Rafael",26424868900;36605105500;37112846500;57205458384;35080596300;55774289600;26643003700,60013614;60011373;60010844;60000745;60013614;60013614;60020167-60110590,2023-07-01,July 2023,Progress in Energy and Combustion Science,03601285,27538,,Journal,97,,101086,,"With the rapid development of the global electronics industry, waste printed circuit boards (WPCBs) has become one of the world's fastest growing waste streams. Exploring an environmentally sound treatment for this abundant and multi-component waste is critical to its sustainable development. This study has been aimed to cover thermochemical conversion of WPCBs (combustion, pyrolysis, gasification and hydrothermal process), focusing on thermal behavior, reaction kinetics, pollutant evolution and corresponding controlling strategies, with the aim of promoting circular economic development and building a sustainable future for the electronics industry.",Brominated flame retardants | Circular economy | Electrical and electronic waste | Electronics industry | Thermochemical conversion,21,0,,,UNIRC,LTY21B070002,Università degli Studi Mediterranea di Reggio Calabria
69,2-s2.0-85166209455,10.1039/d3gc01071f,,,"Synergistically interactive MnFeM (M = Cu, Ti, and Co) sites doped porous g-C<inf>3</inf>N<inf>4</inf> fiber-like nanostructures for an enhanced green hydrogen production",ar,Article,Salah B.,60110590;60072749;60015024;60011592,Universidad ECOTEC;Qatar University;RUDN University;Qilu University of Technology,Samborondon;Doha;Moscow;Jinan,Ecuador;Qatar;Russian Federation;China,6,"Salah, Belal;Abdelgawad, Ahmed;Lu, Qingqing;Ipadeola, Adewale K.;Luque, Rafael;Eid, Kamel",57209252035;57219183443;57131842600;57202499701;26643003700;57198077384,60072749;60072749;60011592;60072749;60015024-60110590;60072749,2023-06-29,29 June 2023,Green Chemistry,14639262,24069,14639270,Journal,25,15,,6032-6040,"The use of a synergetic effect is an effective approach for promoting the green hydrogen evolution reaction (HER). However, ternary metal doped porous g-C3N4 fiber-like nanostructures have not been reported so far. Herein, we synthesized ternary MnFeM (M = Cu, Ti, and Co) active sites doped porous fiber-like g-C3N4 nanostructures (denoted as MnFeM/g-C3N4 NFs) for the efficient HER. This is driven by the sluggish protonation of the melamine monomer in an aqueous solution of ethanol containing ternary metal precursors, followed by carbonization at 550 °C under N2. The as-obtained MnFeM/g-C3N4 NFs were analyzed using various tools which suggest the high-yield of porous ultra-long fiber-like g-C3N4 (3.5-10 μm in length and 70-95 nm in width), with a large surface area (200-250 m2 g−1), and doped with MnFeM atoms (1.7-2.25 wt%). MnFeCu/g-C3N4 NFs with remarkable synergism showed the highest HER performance with an overpotential at 10 mA cm−2 (η10) of 400 mV and a H2 production rate of 3774.35 μmol g−1 h−1 that were 1.8 and 4.3 times higher than those of MnFe/g-C3N4 NFs and Mn/g-C3N4 NFs. The presented results imply that higher synergism is preferred for the enhanced HER on ternary metal-doped porous g-C3N4 and may allow the synthesis of other ternary metal-doped porous g-C3N4 NFs for the electrocatalytic HER.",,21,0,,,SDAS,2023PX044,Natural Science Foundation of Shandong Province
70,2-s2.0-85152035116,10.1002/adma.202209475,,36563668,Recent Advances in the Use of Covalent Organic Frameworks as Heterogenous Photocatalysts in Organic Synthesis,re,Review,López-Magano A.,60089331;60026796;60021927;60015024;60011476;60003138,University of Zabol;Universidad Autónoma de Madrid;Madurai Kamaraj University;RUDN University;Universitat Politècnica de València;Universidad de Córdoba,Zabol;Madrid;Madurai;Moscow;Valencia;Cordoba,Iran;Spain;India;Russian Federation;Spain;Spain,8,"López-Magano, Alberto;Daliran, Saba;Oveisi, Ali Reza;Mas-Ballesté, Rubén;Dhakshinamoorthy, Amarajothi;Alemán, José;Garcia, Hermenegildo;Luque, Rafael",57210916672;55614080000;35732270200;8639593100;8691359000;7003277805;7202282304;26643003700,60026796;60089331;60089331;60026796;60021927-60026796;60026796-60011476;60026796;60003138-60015024,2023-06-15,15 June 2023,Advanced Materials,09359648,19881,15214095,Journal,35,24,2209475,,"Organic photochemistry is intensely developed in the 1980s, in which the nature of excited electronic states and the energy and electron transfer processes are thoroughly studied and finally well-understood. This knowledge from molecular organic photochemistry can be transferred to the design of covalent organic frameworks (COFs) as active visible-light photocatalysts. COFs constitute a new class of crystalline porous materials with substantial application potentials. Featured with outstanding structural tunability, large porosity, high surface area, excellent stability, and unique photoelectronic properties, COFs are studied as potential candidates in various research areas (e.g., photocatalysis). This review aims to provide the state-of-the-art insights into the design of COF photocatalysts (pristine, functionalized, and hybrid COFs) for organic transformations. The catalytic reaction mechanism of COF-based photocatalysts and the influence of dimensionality and crystallinity on heterogenous photocatalysis performance are also discussed, followed by perspectives and prospects on the main challenges and opportunities in future research of COFs and COF-based photocatalysts.",covalent organic frameworks | photocatalysis | porous organic polymers | reaction mechanism | selective organic reactions,47,1,repositoryvor,Green,INEF,2021‐038,Comunidad de Madrid
71,2-s2.0-85162062860,10.1515/9783110792607-010,,,Polymer-coated MOF for pharmaceutical waste removal,ch,Book Chapter,Muzammil S.,60070615;60003138,Government College University Faisalabad;Universidad de Córdoba,Faisalabad;Cordoba,Pakistan;Spain,3,"Muzammil, Sadia;Ahmad, Awais;Luque, Rafael",58315530000;57221479477;26643003700,60070615;60003138;60003138,2023-06-06,6 June 2023,Metal-Organic Framework Composites: Volume 1: ZIF-8 Based Materials for Pharmaceutical Waste,,21101158587,,Book,,,,137-156,"Pharmaceutical pollution has occurred as a decidedly anxious issue because of its antagonistic possessions. Preeminent concentrations of pharmaceuticals in aqueous media should be delimited to placate the prerequisite for the establishment of sparkling aquatic. Metal-organic frameworks with high precise superficial zone, well-disciplined permeable assembly, as well as facetious amendment can assist as auspicious adsorbents for the amputation of pharmacological impurities since aquatic. In this chapter, particular assemblage demonstrating steadfast approaches as well as perceptions to formulate the metal-organic frameworks (MOFs) derived constituents with higher water permanency index are given in detail. Furthermore, current evolution on the ad-sorptive amputation of medicinal contaminant by means of mushrooming and functional MOFs is also abridged in rapports of thoroughgoing capacity, steadiness period, as well as redeveloping aptitude. In the intervening time, to comprehend adsorption mechanism, associated connections together with synchronization with unsaturated position, pore-filling effect, hydrogen attachment, static, and p-p assembling are supplementary deliberated. To conclude, perilous perceptions with valuation of forthcoming investigation accentuating on engineering looked-for MOFs as well as launching structure-property associations to smooth imprisonment recital have been acknowledged.",,0,0,,,,undefined,
72,2-s2.0-85162050731,10.1515/9783110792607-009,,,MOF - a promising material for energy applications,ch,Book Chapter,Tahir M.Y.,60070615;60003138,Government College University Faisalabad;Universidad de Córdoba,Faisalabad;Cordoba,Pakistan;Spain,3,"Tahir, Muhammad Yahya;Ahmad, Awais;Luque, Rafael",56303982300;57221479477;26643003700,60070615;60003138;60003138,2023-06-06,6 June 2023,Metal-Organic Framework Composites: Volume 1: ZIF-8 Based Materials for Pharmaceutical Waste,,21101158587,,Book,,,,109-135,"Metal-organic frameworks (MOFs) accumulated from metal-based protuberances with equivalent carbon-based linkers took much attention having the benefits of the unique internal surface area, tailored chemistry, versatile nature, high porosity, and small size with promising and intriguing characteristics. The synthetic scheme of MOFs can fix its structure and properties, by adjusting the synthetic parameters, for example, metal precursor, organic ligands, ion concentration, pH value, and temperature. Recently, one of furthermost vigorous investigate arenas is exploring energy application of MOF-derived constituents. In this chapter, our focus is on the recent progress of MOF-based materials for energy storage, fuel cells, electrochemical energy storage, and conversions. We also discussed challenges and opportunities in advanced energy application with MOF-derived materials.",,0,0,,,,undefined,
73,2-s2.0-85162030905,10.1515/9783110792607,,,Metal-Organic Framework Composites: Volume 1: ZIF-8 Based Materials for Pharmaceutical Waste,bk,Book,Ahmad A.,60104674;60037950;60003138,Najran University;Government College University Lahore;Universidad de Córdoba,Najran;Lahore;Cordoba,Saudi Arabia;Pakistan;Spain,6,"Ahmad, Awais;Pervaiz, Muhammad;Saeed, Zohaib;Luque, Rafael;Alsaiari, Mabkhoot;Harraz, Farid A.",57221479477;57200634520;57201357693;26643003700;57209655807;6603045719,60003138;60037950;60037950;60003138;60104674;60104674,2023-06-06,6 June 2023,Metal-Organic Framework Composites: Volume 1: ZIF-8 Based Materials for Pharmaceutical Waste,,21101158587,,Book,,,,1-179,"This first volume of Metal-Organic Framework Composites focusses on pharmaceutical pollution as an issue of concern due to its effects on the environment and the application of MOFs for remediation. Metal-organic frameworks (MOFs) are advanced porous materials and are promising adsorbents with facile modifications, high specific surface area, controllable porosity, and tailored surface properties. This book discusses MOFs in the removal and comprehensively evaluates the role of MOFs for efficient removal of different pharmaceutical pollutants. The authors present techniques and approaches for removal of pharmaceuticals with suitable examples. • Comprehensively evaluates the role of MOFs for efficient removal of different pharmaceutical pollutants. • Summarizes different techniques for removal of pharmaceuticals with suitable examples.",Composite Characterization | Composites Based on MOFs | Environment Safety | Green Applications | Industrial Wastewater Treatment | Metal-Organic Frameworks (MOFs) | Metal-polymer Composites | MOFs; Catalysts,0,0,,,,undefined,
74,2-s2.0-85162029602,10.1515/9783110792591,,,Metal-Organic Framework Composites: Volume 2: ZIF-8 Based Materials for Water Decontamination,bk,Book,Ahmad A.,60104674;60070610;60037950;60003138,Najran University;University of Lahore;Government College University Lahore;Universidad de Córdoba,Najran;Lahore;Lahore;Cordoba,Saudi Arabia;Pakistan;Pakistan;Spain,6,"Ahmad, Awais;Pervaiz, Muhammad;Younas, Umer;Luque, Rafael;Alsaiari, Mabkhoot;Harraz, Farid A.",57221479477;57200634520;55229491100;26643003700;57209655807;6603045719,60003138;60037950;60070610;60003138;60104674;60104674,2023-06-06,6 June 2023,Metal-Organic Framework Composites: Volume 2: ZIF-8 Based Materials for Water Decontamination,,21101158594,,Book,,,,1-156,"This second volume of Metal-Organic Framework Composites focusses on water pollution as a major concern and endangerment to human health and the application of MOFs for remediation. Metal-organic frameworks (MOFs) are advanced porous materials and are promising adsorbents with facile modifications, high specific surface area, controllable porosity, and tailored surface properties. The authors systematically cover the synthesis of ZIF-8 base composites and discuss the role of ZIF-8 composites in water decontamination as an adsorbent and photocatalyst. • Describes the heterogeneous and homogeneous photocatalytic properties of ZIF-8 base composites for water treatment. • Systematically discusses the synthesis of ZIF-8 base composites as promising adsorbents and photocatalysts.",Catalysts | Composite Characterization | Composites Based on MOFs | Environment Safety | Green Applications | Metal-Organic Frameworks (MOFs) | Metal-polymer Composites | MOFs | Treatment | Wastewater | Water treatment,0,0,,,,undefined,
75,2-s2.0-85161963189,10.1515/9783110792607-011,,,MOF-derived nanocompos¡tes for the removal of ciprofloxacin,ch,Book Chapter,Adil M.,60070615;60003138,Government College University Faisalabad;Universidad de Córdoba,Faisalabad;Cordoba,Pakistan;Spain,3,"Adil, Maryam;Ahmad, Awais;Luque, Rafael",57215733556;57221479477;26643003700,60070615;60003138;60003138,2023-06-06,6 June 2023,Metal-Organic Framework Composites: Volume 1: ZIF-8 Based Materials for Pharmaceutical Waste,,21101158587,,Book,,,,157-176,"Metal organic frameworks (MOFs) are type of absorbents having substantially strong bonds among metal ions and organic linkers. By means of vigilant assortment of ingredients, MOFs have high surface area, large pore volume, and exceptional chemical steadiness. MOFs with fundamental thermocatalytic commotion, as per hosts for the amalgamation of metal nanocomposite, as antecedents for the assembly of compound catalysts, and those vigorous in photocatalytic and electrocatalytic progressions are unsympathetically revised. MOFs are exceptional platforms to engender dissimilar nanocomposites, encompassing metals, oxides, or carbides entrenched in porous carbon medium. Adsorptive amputation of ciprofloxacin (CIP) using MOFs has been deliberated in this work. These MOF-derived nanocomposites proposition interdependence of properties like high crystallinities, inherited morphologies, untroublesome dimensions, and tunable textural properties. The recurrent recognition of antibiotics such as CIP in surface and drinking waters around the world has engrossed apprehension from innumerable investigators. Such existence is a suggestion that the refinement of water polluted by antibiotics is elsewhere the unadventurous treatment methods. Nanocomposites such as zeolitic imidazolate framework (ZIF)-8, ZIF-67, MIL-100/101, and MOF-5 were manufactured and used for CIP amputation from water. Research on fusion, structures, and properties of various MOFs has shown that they are auspicious constituents.",,0,0,,,,undefined,
76,2-s2.0-85158112162,10.1016/j.mattod.2023.04.016,S1369702123001190,,Topological iron silicide with H* intermediate modulated surface for efficient electrocatalytic hydrogenation of nitrobenzene in neutral medium,ar,Article,Wang Y.,60110590;60021182;60009506;60003138,Universidad ECOTEC;Sun Yat-Sen University;King Fahd University of Petroleum and Minerals;Universidad de Córdoba,Samborondon;Guangzhou;Dhahran;Cordoba,Ecuador;China;Saudi Arabia;Spain,7,"Wang, Yuchen;Liu, Yaoyu;Zhao, Zhiyue;Zheng, Zhikeng;Balu, Alina M.;Luque, Rafael;Yan, Kai",57217015757;57222603180;57223155776;57210205573;22940159800;26643003700;35732459200,60021182;60021182;60021182;60021182;60003138;60009506-60110590;60021182,2023-06-01,June 2023,Materials Today,13697021,24769,18734103,Journal,66,,,84-91,"Electrocatalytic hydrogenation of nitrobenzene (Ph-NO2) reaction (EHNR) has been considered as a potential alternative to the traditional thermocatalytic process in the production of high-value aniline (Ph-NH2). However, due to the absence of robust catalyst and low surface H* coverage, the EHNR faces the challenges of undesired performance and indetermined mechanism. Herein, we construct a type of noble-metal free topological FeSi (M-FeSi) materials through a solvent-free microwave strategy for efficient EHNR in neutral medium. Impressively, benefiting from abundant active H* intermediates on the surface of M-FeSi catalyst, the topological M-FeSi catalyst exhibits 99.7% conversion of Ph-NO2 and 93.8% yield of Ph-NH2 after 200 C in neutral medium, which are superior to previous candidates and FeSi catalyst synthesized via the traditional arc-melting method under same conditions. Besides, theoretical calculations validate that high surface H* coverage over M-FeSi catalyst is conducive to switching the rate-determining step from Ph-NO2* → Ph-NO* to Ph-NO* → Ph-NHOH*, and thus decreasing the total energy barrier of electrocatalytic Ph-NH2 production.",Electrocatalytic hydrogenation | H* intermediate | Neutral medium | Nitrobenzene | Topological FeSi catalyst,9,0,,,NSFC,201602,Scientific and Technological Planning Project of Guangzhou City
77,2-s2.0-85151263514,10.1016/j.chemosphere.2023.138457,S0045653523007245,36948257,Application of a novel hybrid MIL-53(Al)@rice husk for the adsorption of glyphosate in water: Characteristics and mechanism of the process,ar,Article,Zambrano-Intriago L.A.,60110590;60108912;60015024;60007249,Universidad ECOTEC;Universidad Técnica de Manabí;RUDN University;Universidade do Porto,Samborondon;Portoviejo;Moscow;Porto,Ecuador;Ecuador;Russian Federation;Portugal,8,"Zambrano-Intriago, Luis Angel;Daza-López, Erlinjka Valentina;Fernández-Andrade, Alex;Luque, Rafael;Amorim, Célia G.;Araújo, Alberto N.;Rodríguez-Díaz, Joan Manuel;Montenegro, Maria C.B.S.M.",57215504065;58165042400;57289877900;26643003700;16306210300;57151458400;56625718200;35498255400,60007249-60108912;60108912;60108912;60015024-60110590;60007249;60007249;60108912;60007249,2023-06-01,June 2023,Chemosphere,00456535,24657,18791298,Journal,327,,138457,,"The development of new materials that have a high capacity to remove pollutants in water-based media is becoming increasingly important because of the serious contamination of water and the negative impact on biodiversity and public health. The presence of glyphosate in water, the most widely used herbicide worldwide, has triggered alerts owing to the collateral effects it may cause on human health. The main objective of the present study was to investigate the potential of the hybrid material MIL-53(Al)@RH for the adsorption of glyphosate in aqueous solution. The material was obtained following the methodology of MIL-53(Al) synthesis in the presence of hydrolyzed rice husk assisted by microwave. Batch adsorption experiments were carried out to evaluate the adsorbent dosage, pH0 solution effect, contact time, adsorbate concentration, and temperature effect. The results demonstrated that a maximum adsorption capacity of 296.95 mg g−1, at pH0 4 with a ratio of 0.04 g MIL-53(Al)@RH/50 mL of solution, was achieved in 30 min. The Avrami and pseudo-second order models appropriately described the adsorption kinetics and the equilibrium by Langmuir and Sips models. The enthalpy changes (ΔH°) determined propose an endothermic reaction governed by chemisorption, corroborating the kinetic and equilibrium settings. Hydrogen bonds, π*-π interactions, and complexation between the metal centers of MIL-53(Al) and the anionic groups of glyphosate were postulated to be involved as adsorption mechanisms. Finally, for practical application, MIL-53(Al)@RH was packed in a column for a fixed-bed test which revealed that the hybrid can remove glyphosate with an adsorption capacity of 76.304 mg L−1, utilizing 90% of the bed.",Chemisorption | Fixed-bed treatment | Glyphosate | MIL-53(Al) | MOF@Biomass | Rice husk,6,0,,,FCT,undefined,Fundação para a Ciência e a Tecnologia
78,2-s2.0-85151004042,10.1016/j.biortech.2023.128952,S0960852423003784,36965587,Intelligent approaches for sustainable management and valorisation of food waste,re,Review,Said Z.,60111796;60110590;60089918;60074310;60071399;60070813;60068769;60059937;60023383;60015024;60000717;128585271;126587805;125651674,Ho Chi Minh City University of Transport;Universidad ECOTEC;State Key Laboratory of Multiphase Flow in Power Engineering;Higher Colleges of Technology;Ho Chi Minh City University of Technology - HUTECH;University of Sharjah;Lebanese American University;National University of Sciences and Technology;Universidad de Santiago de Chile;RUDN University;University of Johannesburg;Centre of Rajiv Gandhi Institute of Petroleum Technology;Delhi Skill and Entrepreneurship University;Dong Nai Technology University,Ho Chi Minh City;Samborondon;Xi'an;Abu Dhabi;Ho Chi Minh City;Sharjah;Beirut;Islamabad;Santiago;Moscow;Johannesburg;Karnataka;New Delhi;Dong Nai,Viet Nam;Ecuador;China;United Arab Emirates;Viet Nam;United Arab Emirates;Lebanon;Pakistan;Chile;Russian Federation;South Africa;India;India;Viet Nam,9,"Said, Zafar;Sharma, Prabhakar;Thi Bich Nhuong, Quach;Bora, Bhaskor J.;Lichtfouse, Eric;Khalid, Haris M.;Luque, Rafael;Nguyen, Xuan Phuong;Hoang, Anh Tuan",55260842600;57217103214;58160014400;56330335100;7004242155;35795416200;26643003700;57199501140;57199508361,60070813-60059937-60068769;126587805;125651674;128585271;60089918;60074310-60000717-60023383;60015024-60110590;60111796;60071399,2023-06-01,June 2023,Bioresource Technology,09608524,15423,18732976,Journal,377,,128952,,"Food waste (FW) is a severe environmental and social concern that today's civilization is facing. Therefore, it is necessary to have an efficient and sustainable solution for managing FW bioprocessing. Emerging technologies like the Internet of Things (IoT), Artificial Intelligence (AI), and Machine Learning (ML) are critical to achieving this, in which IoT sensors' data is analyzed using AI and ML techniques, enabling real-time decision-making and process optimization. This work describes recent developments in valorizing FW using novel tactics such as the IoT, AI, and ML. It could be concluded that combining IoT, AI, and ML approaches could enhance bioprocess monitoring and management for generating value-added products and chemicals from FW, contributing to improving environmental sustainability and food security. Generally, a comprehensive strategy of applying intelligent techniques in conjunction with government backing can minimize FW and maximize the role of FW in the circular economy toward a more sustainable future.",Artificial intelligence | Circular bioenergy | Food waste valorisation | Machine learning | Sustainability,28,0,,,UOS,undefined,University of Sharjah
